"SITENAME","Year","per_C","error_C","per_H","error_H","per_N","error_N","per_P","error_P"
"TS/Ph11","2013",11.8966666666667,0.0638961348547994,0.473333333333333,0.00675862503366469,0.476666666666667,0.00555555555555556,0.0115601033440148,0.000248600876666274
"TS/Ph11","2014",11.9,0.0211037999035806,0.266666666666667,0.0113990469603796,0.34,0.0053575837561072,0.0166734290865092,0.000249953917031109
"TS/Ph11","2015",12.1333333333333,0.0305858435744462,0.41,0.0118243314743293,0.466666666666667,0.00618640484758892,0.018082256896097,0.000453867892104424
"TS/Ph11","2016",12,0.0170239482733828,0.38,0.0041943524640393,0.586666666666667,0.0045474182065958,0.0333451600178666,0.000773473225034843
"TS/Ph11","2017a",12.2833333333333,0.167376267179116,0.683333333333333,0.0337199797899856,0.583333333333333,0.0252395926480012,NA,NA
"TS/Ph11","2017b",12.2633333333333,0.102974286614201,0.506666666666667,0.0252395926480012,0.46,0.0208166599946613,NA,NA
"TS/Ph11","2018",12.2933333333333,0.0371973382825794,0.67,0.0063098981620003,0.75,0.0242097317438899,0.0298022147537212,0.000401302165724674
"TS/Ph11","2019",12.5733333333333,0.0192770573032195,0.58,0.0041943524640393,0.476666666666667,0.00364302140239,0.0306744577580482,0.000295201075448028
"TS/Ph11","2020",12.03,0.0267360209233688,0.296666666666667,0.00783707554425882,0.316666666666667,0.00529966223009414,0.000863634845694808,6.08249914432602e-05
"TS/Ph11","2021",12.5033333333333,0.0130644177958943,0.626666666666667,0.0054715876676645,0.57,0.00192450089729875,0.0296781125615947,0.000250072893413823
"TS/Ph11","2022",12.4033333333333,0.00914559868508571,0.836666666666667,0.00771802443858323,0.603333333333333,0.00111111111111111,0.0342695805587034,0.000659181983162484
"TS/Ph2","2008",15.8666666666667,0.109448674481142,0.88,0.0250185116648838,0.803333333333333,0.0155852890434506,0.0147823005291005,0.000552769830953316
"TS/Ph2","2009",16.1733333333333,0.0380239957872418,0.943333333333333,0.00847054788984178,0.856666666666667,0.00380154003116755,0.0129790769354552,0.000436412646235838
"TS/Ph2","2010",16.45,0.106592856407158,NA,0,0.866666666666667,0.0158795621421738,0.0115732217869944,0.00112384831647502
"TS/Ph2","2011",15.2266666666667,0.0133449023882938,0.67,0.00855266906574481,0.88,0.00726483157256778,0.00743527191525765,0.000466172754432685
"TS/Ph2","2012",14.4033333333333,0.0211111111111111,0.426666666666667,0.00493788578739755,0.65,0.00254587538608658,0.00800658044871795,0.000636000952900011
"TS/Ph2","2013",14.84,0.0434720003544214,0.606666666666667,0.0101986443059366,0.696666666666667,0.00433902759772592,0.00414853482706518,0.000657534989269106
"TS/Ph2","2014",15.0333333333333,0.0664533624635808,1.01666666666667,0.033970757213801,0.63,0.0251661147842358,0.0152096642568543,0.000402583033866931
"TS/Ph2","2015",15.7066666666667,0.0430797423104046,0.93,0.00947706783846222,0.836666666666667,0.00364302140239,0.0164566933956916,0.000124411509536345
"TS/Ph2","2016",14.7233333333333,0.0308270764422335,0.493333333333333,0.0169512736693248,0.85,0.00769800358919501,0.0313139287183354,0.00168217886397676
"TS/Ph2","2017a",14.9566666666667,0.120246660075277,0.69,0.02185812841434,0.773333333333333,0.0134715062810913,NA,NA
"TS/Ph2","2017b",15.31,0.243607151874579,0.673333333333333,0.0400462695354224,0.733333333333333,0.0320300784564435,NA,NA
"TS/Ph2","2018",15.2066666666667,0.0529004422488457,0.606666666666667,0.0117588947158426,0.803333333333333,0.0202834847372541,0.0108331730577334,0.000753201576584524
"TS/Ph2","2019",15.8833333333333,0.0184173160602786,0.6,0.010137937550497,0.99,0.0433760473243181,0.0109156419711792,0.000781642710844063
"TS/Ph2","2020",16.4166666666667,0.0911923756830365,0.846666666666667,0.0117588947158426,0.823333333333333,0.00894082052190616,0.0136439980003176,0.000220036568695397
"TS/Ph2","2021",16.21,0.0669161996662825,0.753333333333333,0.022737091032979,0.88,0.0100461896222362,0.0180193730949234,0.000389594580131776
"TS/Ph2","2022",15.26,0.00976577546180382,0.76,0.00751541625470483,0.773333333333333,0.000555555555555556,0.0134643985880861,0.000223611668171081
"TS/Ph3","2008",15.2933333333333,0.0467690675448244,0.706666666666667,0.00934589102292263,0.703333333333333,0.00618640484758891,0.00804094873015873,5.8390359829997e-05
"TS/Ph3","2009",16.594,0.0205735702995808,0.992,0.00445605321516813,0.844,0.00270137666707845,0.00986939603348535,2.912532099526e-05
"TS/Ph3","2010",16.79,0.0451643090815615,NA,0,0.886666666666667,0.00364302140239,0.0101914451612903,0.000112270903777023
"TS/Ph3","2011",17.1933333333333,0.106224488585771,0.786666666666667,0.0327918990297193,1.09333333333333,0.0137549093368222,0.00455617548387097,0.000280579722219215
"TS/Ph3","2012",16.1666666666667,0.127149421188781,0.75,0.0326740354500725,0.833333333333333,0.0173294155116469,0.00720514238095238,0.000222023341805556
"TS/Ph3","2013",16.2733333333333,0.173990030933377,0.863333333333333,0.032379882490884,0.863333333333333,0.0199613824702463,0.00674596452264808,0.000238030551002457
"TS/Ph3","2014",21.6166666666667,0.215650036567595,1.93666666666667,0.0381315138131049,1.02,0.0376509308330165,0.0131396826210826,9.77468176168764e-05
"TS/Ph3","2015",16.9833333333333,0.0292867896735493,1.13333333333333,0.00862454149792223,0.993333333333333,0.00388888888888889,0.00834186136363636,0.000147765431705406
"TS/Ph3","2016",16.2866666666667,0.104564056803993,0.713333333333333,0.0163959495148597,1.04333333333333,0.0169512736693248,0.0290057401759834,0.00066735912765166
"TS/Ph3","2017a",15.67,0.254580264575067,0.726666666666667,0.0428606700488576,0.773333333333333,0.0333888426695927,NA,NA
"TS/Ph3","2017b",17.7266666666667,0.552492667958724,1.05333333333333,0.0972015851112941,0.926666666666667,0.0623906450727398,NA,NA
"TS/Ph3","2018",15.7233333333333,0.0432727496722536,0.726666666666667,0.00734930919740164,0.76,0.00585314097380708,0.00874172022932023,5.23703555267098e-05
"TS/Ph3","2019",16.9433333333333,0.0255736650810752,0.68,0.00333333333333333,0.796666666666667,0.0054715876676645,0.00939931516582704,0.000274419232897917
"TS/Ph3","2020",15.8966666666667,0.0457077403823926,0.673333333333333,0.00388888888888889,0.716666666666667,0.00934589102292263,0.00598767844620811,6.93278773985138e-05
"TS/Ph3","2021",15.8066666666667,0.0484608789656508,0.49,0.00630989816200031,0.763333333333333,0.00771802443858322,0.00774260249671037,8.17173045049554e-05
"TS/Ph3","2022",15.6366666666667,0.0357632820876246,0.74,0.00673575314054563,0.72,0.00673575314054563,0.00759478965694404,8.89097448872774e-05
"TS/Ph4","2008",15.7033333333333,0.0804736296242065,0.896666666666667,0.0207091741877015,0.723333333333333,0.0104791808857112,0.00910176179866567,0.000145525192070207
"TS/Ph4","2009",16.1522222222222,0.0630416603041686,1.06444444444444,0.0147569040514558,0.797777777777778,0.00716936404894844,0.0140328221537361,1.74608110788008e-05
"TS/Ph4","2010",18.5466666666667,0.246698362995231,NA,0,0.996666666666667,0.0250520193207677,0.0142396669846949,3.51084443791551e-05
