SITENAME,Year,per_C,error_C,per_H,error_H,per_N,error_N,per_P,error_P,per_O,error_O,np_ratio
TS/Ph11,2019,12.57333333,0.115662344,0.58,0.004194352,0.476666667,0.021858128,0.030651345,0.001762388,9.232161407,0.183144146,34.39
TS/Ph2,2019,15.88333333,0.110503896,0.6,0.010137938,0.99,0.260256284,0.010919509,0.004680595,10.60770386,0.707051012,200.49
TS/Ph3,2019,16.94333333,0.15344199,0.68,0.003333333,0.796666667,0.032829526,0.009403057,0.001636819,11.48712991,1.249017997,187.35
TS/Ph4,2019,14.94,0.175023808,0.293333333,0.009875772,0.533333333,0.014529663,0.000415851,4.53E-05,5.567388114,1.475213118,2836.05
TS/Ph5,2019,14.98666667,0.437657908,0.27,0.008660254,0.54,0.055677644,0.004706638,1.12E-04,6.921750341,1.370655338,253.71
TS/Ph6,2019,16.38,0.235,NA,NA,0.58,0.035,0.002790126,0.002449342,12.00923756,2.10811775,459.68
TS/Ph7,2019,27.20333333,1.529099226,4.32,0.035991254,1.596666667,0.069602043,0.030451752,0.007328449,49.59395779,0.936928755,115.95
TS/Ph8,2019,27.48333333,0.861632817,3.74,0.021794495,1.383333333,0.027284509,0.057535941,0.016621678,55.93128163,7.687984015,53.17
TS/Ph9,2019,10.8,0.26,NA,NA,0.25,0.005,0.000246626,5.58E-05,3.511806499,0.117268752,2241.58
SRS1d,2020,26.20666667,5.55734449,2.64,0.156666667,1.9,0.655057249,0.021802414,0.009148373,36.50298636,14.38440011,192.71
SRS2,2020,46.28666667,0.729436617,5.34,0.023353166,3.643333333,0.041766547,0.032581756,0.001743383,88.98340352,0.671180837,247.27
SRS3,2020,49.96666667,2.059290601,4.116666667,0.070351849,3.976666667,0.060644685,0.063443239,0.000634236,92.70023085,0.429027745,138.61
SRS4,2020,44.36666667,0.557145503,4.753333333,0.035438174,3.026666667,0.116809436,0.059387828,0.003802379,87.39276036,0.587599893,112.7
SRS5,2020,21.82666667,1.572687014,2.23,0.044169287,1.12,0.090184995,0.035147604,0.004972413,38.62560314,7.958561494,70.47
SRS6,2020,14.25,0.18036999,0.94,0.011706282,0.6,0.02081666,0.026298497,0.001415349,18.5916155,0.253589118,50.45
TS/Ph1,2020,15.02,0.34210135,0.656666667,0.003888889,0.716666667,0.013333333,0.007650376,0.003923531,9.304631764,0.938552453,207.15
TS/Ph10,2020,12.14,0.02081666,0.4,0.00096225,0.36,0,0.000458985,2.41E-05,5.211130047,0.206965339,1734.43
TS/Ph11,2020,12.03,0.160416126,0.296666667,0.007837076,0.316666667,0.031797973,0.000847683,3.65E-04,3.9558976,0.198711052,826.08
TS/Ph2,2020,16.41666667,0.547154254,0.846666667,0.011758895,0.823333333,0.053644923,0.01364978,0.001311229,11.44371016,1.01614247,133.38
TS/Ph3,2020,15.89666667,0.274246442,0.673333333,0.003888889,0.716666667,0.056075346,0.006003126,4.34E-04,8.671364553,0.7828511,263.99
TS/Ph4,2020,14.85,0.330050501,0.506666667,0.004339028,0.583333333,0.037564759,0.00559799,5.57E-04,6.618507296,0.345274966,230.43
TS/Ph5,2020,14.07,0.189032625,0.373333333,0.005638273,0.486666667,0.026666667,0.001142132,2.25E-04,5.953344201,0.45118214,942.25
TS/Ph6,2020,19.78666667,3.173942519,1.853333333,0.1153992,0.936666667,0.255625594,0.009327195,0.004221868,17.18363361,5.232415779,222.07
TS/Ph7,2020,34.58333333,2.493767787,4.673333333,0.045382462,1.643333333,0.069841089,0.025148903,0.003699919,69.62714586,4.371693467,144.5
TS/Ph8,2020,23.25,0.466940396,2.55,0.010844012,1.236666667,0.021858128,0.025335237,0.00161661,32.67668591,1.84096724,107.94
TS/Ph9,2020,10.83333333,0.242853408,0.403333333,0.019277057,0.293333333,0.008819171,0.000602682,2.41E-05,3.57631328,0.065114048,1076.28
SRS1d,2021,28.68333333,1.421282676,2.983333333,0.029412981,2.336666667,0.167365203,0.031077138,0.001593242,43.01718963,1.310122787,166.27
SRS2,2021,42.78,0.165227116,5.48,0.03355482,3.733333333,0.112001984,0.036359937,0.00064463,84.90905946,0.523597939,227.05
SRS3,2021,44.18333333,0.185232587,5.61,0.007637626,3.85,0.060827625,0.063260587,0.003200863,91.30135524,0.500573997,134.58
SRS4,2021,40.55,0.925004504,5.14,0.007637626,2.823333333,0.038441875,0.08883775,0.001487788,86.69923318,0.266303931,70.28
SRS5,2021,16.59,0.643609613,1.61,0.027504208,0.806666667,0.049103066,0.055654674,0.005399965,34.71245469,5.904034712,32.05
SRS6,2021,15.66333333,0.372215589,1.48,0.010183502,0.75,0.015275252,0.048209424,0.002755266,24.97366671,1.109626857,34.4
TS/Ph1,2021,14.46666667,0.418024454,0.64,0.002886751,0.726666667,0.046666667,0.008797616,0.004227826,9.458702592,0.583518616,182.65
TS/Ph10,2021,12.30666667,0.102686145,0.366666667,0.007286043,0.4,0.028867513,0.001830594,0.001202443,6.870171559,0.230464799,483.19
TS/Ph11,2021,12.50333333,0.078386507,0.626666667,0.005471588,0.57,0.011547005,0.029668378,0.001491999,10.11281318,0.642195539,42.48
TS/Ph2,2021,16.21,0.401497198,0.753333333,0.022737091,0.88,0.060277138,0.01802666,0.002330155,13.15695563,2.112663344,107.95
TS/Ph3,2021,15.80666667,0.290765274,0.49,0.006309898,0.763333333,0.046308147,0.007740823,4.94E-04,10.81251907,0.882755539,218.06
TS/Ph4,2021,15.54666667,0.482539578,0.49,0.016358258,0.743333333,0.08819171,0.006478051,0.001065802,10.6456081,1.783263908,253.74
TS/Ph5,2021,16.07,0.801644144,0.63,0.023353166,0.76,0.090737717,0.013428137,0.000952223,13.01428352,0.931249896,125.16
TS/Ph6,2021,41.73333333,1.253665736,5.446666667,0.012921893,2.733333333,0.105882534,0.059226487,0.007850203,85.15687677,1.27042093,102.05
TS/Ph7,2021,21.34,0.402781992,2.173333333,0.012558505,1.043333333,0.020275875,0.057359251,0.016498963,40.49133945,5.117762973,40.22
TS/Ph9,2021,10.86666667,0.309425992,0.196666667,0.003093202,0.306666667,0.014529663,0.000517476,7.49E-05,5.088119371,0.168286223,1310.47
SRS1d,2022,21.12333333,0.589359351,1.846666667,0.019253026,1.276666667,0.118649812,0.015937431,0.001209853,24.77189487,2.622655575,177.14
SRS2,2022,39.73333333,0.729619383,5.556666667,0.043122707,3.403333333,0.052068331,0.036706432,2.77E-04,82.96338253,0.154821462,205.03
SRS3,2022,42.70666667,0.207391203,5.273333333,0.086245415,3.706666667,0.053644923,0.065278244,0.001464038,88.74804907,0.171857451,125.56
SRS4,2022,40.09333333,0.843353096,5.35,0.017023948,2.62,0.06,0.088434294,0.011291893,86.11128526,0.780055412,65.51
SRS5,2022,16.54666667,0.418422965,1.906666667,0.021437535,0.836666667,0.03929942,0.046295008,0.002036559,27.19561641,2.126747786,39.96
SRS6,2022,15.30666667,0.67320956,1.543333333,0.02895292,0.696666667,0.049103066,0.046131244,0.003397589,23.72374394,2.127021237,33.4
TS/Ph1,2022,14.61,0.092915732,0.79,0.006735753,0.723333333,0.013333333,0.000426216,5.51E-05,9.999999268,0.208774895,3752.85
TS/Ph10,2022,12.13333333,0.055477723,0.536666667,0.002939724,0.396666667,0.003333333,0.002305109,0.001724724,6.9611708,0.170431171,380.53
TS/Ph11,2022,12.40333333,0.054873592,0.836666667,0.007718024,0.603333333,0.006666667,0.034254455,0.003946903,11.88459517,0.015436474,38.95
TS/Ph2,2022,15.26,0.058594653,0.76,0.007515416,0.773333333,0.003333333,0.013453585,0.001346947,10.00863854,0.404882343,127.11
TS/Ph3,2022,15.63666667,0.214579693,0.74,0.006735753,0.72,0.040414519,0.007620352,5.31E-04,9.550352413,0.675781425,208.93
TS/Ph4,2022,16.80333333,1.134053693,0.963333333,0.036187952,0.746666667,0.031797973,0.017632919,0.002781361,10.95705588,0.514987194,93.64
TS/Ph5,2022,14.58,0.320208266,0.526666667,0.009493337,0.61,0.023094011,0.005280472,2.83E-04,6.899502045,0.40789141,255.45
TS/Ph6,2022,22.99666667,6.584178849,2.183333333,0.212361792,1.38,0.655006361,0.006384514,0.003193498,NA,3338.612826,477.97
TS/Ph7,2022,18.04333333,0.371184291,1.836666667,0.012993351,0.926666667,0.023333333,0.047026012,0.002589406,30.45487385,1.341759743,43.58
TS/Ph9,2022,10.89333333,0.08412953,0.29,0.002545875,0.31,0.017320508,0.000479791,3.19E-05,4.830410073,0.077028958,1428.77
SRS1d,2023,24.68333333,6.036340871,2.43,0.81,1.733333333,0.735307948,0.020276577,0.011706687,33.7,19.45538745,189.03
SRS2,2023,43.04,0.431315816,5.156666667,1.718888889,3.386666667,0.123468395,0.02684066,0.015496462,82.2,47.45710713,279.02
SRS3,2023,45.39666667,0.359644887,5.936666667,1.978888889,3.573333333,0.259829004,0.044845299,0.025891446,86.8,50.13125809,176.2
SRS4,2023,41.52,0.147309199,4.656666667,1.552222222,2.6,0.075498344,0.068021522,0.039272244,84.9,49.0053487,84.52
SRS5,2023,19.26333333,1.393369218,2.146666667,0.715555556,0.92,0.075498344,0.056,0.032479911,33.6,19.38447467,36.33
SRS6,2023,14.05666667,0.181872972,1.253333333,0.417777778,0.61,0.011547005,0.047699789,0.027539486,18.4,10.64015551,28.28
TS/Ph1,2023,14.96333333,0.217970436,0.783333333,0.261111111,0.756666667,0.04055175,0.006888589,0.003977129,9.5,5.491942679,242.9
TS/Ph10,2023,11.79,0.512640225,0.42,0.14,0.39,0.026457513,0.001787292,0.001031893,6,3.435976077,482.53
TS/Ph11,2023,12.79,0.150996689,0.856666667,0.285555556,0.65,0.037859389,0.011239812,0.006489309,12.8,7.418557984,127.88
TS/Ph2,2023,15.83666667,0.2278401,0.836666667,0.278888889,0.783333333,0.028480012,0.01269757,0.007330946,10.4,6.010688638,136.42
TS/Ph3,2023,16.33,0.493389636,0.83,0.276666667,0.8,0.069282032,0.007236503,0.004177997,12.7,7.356018653,244.46
TS/Ph4,2023,15.46333333,0.057831172,0.686666667,0.228888889,0.676666667,0.013333333,0.011081153,0.006397707,10.9,6.307732449,135.03
TS/Ph5,2023,14.98333333,0.440353393,0.526666667,0.175555556,0.603333333,0.021858128,0.00290948,0.001679789,7,4.01999953,458.56
TS/Ph6b,2023,17.33333333,2.436762424,0.97,0.323333333,0.586666667,0.090246576,0.004960997,0.002864233,9.6,5.544694261,261.5
TS/Ph7b,2023,17.04333333,0.241269789,1.343333333,0.447777778,0.71,0.025166115,0.025263621,0.014585959,23.2,13.37752986,62.15
TS/Ph9,2023,10.66,0.207444772,0.25,0.083333333,0.266666667,0.023333333,0.000676257,0.000390437,3.8,2.182552644,871.99
